visit_id,client_id,Variation,successful_visit,step_count,visit_duration,confirm,start,step_1,step_2,step_3
26607351_32822658586_131373,3507648,Test,False,1,0.0,0,1,0,0,0
266086004_14112698803_274060,6334082,Test,True,5,99.0,1,1,1,1,1
266091172_56753429590_491550,2954100,Test,False,1,0.0,0,1,0,0,0
266112792_85492619155_33843,8564541,Test,False,1,0.0,0,1,0,0,0
266125806_50589889421_964026,7706526,Test,True,6,181.0,1,1,2,1,1
266127853_15909024928_866119,7595966,Control,True,5,254.0,1,1,1,1,1
266144108_94389085157_768128,1581127,Test,True,5,94.0,1,1,1,1,1
266151177_50480079897_257724,7215502,Control,True,5,332.0,1,1,1,1,1
266175526_71336511669_495412,1951762,Test,True,5,164.0,1,1,1,1,1
266185356_68228019625_387279,5618429,Test,False,1,0.0,0,0,0,1,0
266216141_99321545690_275959,170462,Test,False,2,18.0,0,1,1,0,0
266231454_81568360884_306292,4319168,Test,True,5,196.0,1,1,1,1,1
266247555_76266341362_585384,2861330,Control,False,2,8.0,0,1,1,0,0
266291931_2560409195_574592,135199,Control,True,5,420.0,1,1,1,1,1
266297285_23812881884_340385,4713128,Test,True,6,441.0,1,1,1,2,1
266303545_35160707772_837700,4840427,Test,False,3,94.0,0,1,1,1,0
266327626_33111710267_251935,7583106,Control,True,5,131.0,1,1,1,1,1
266337121_41794723554_518890,3789835,Control,False,3,86.0,0,1,1,1,0
266343903_27117010807_79277,2837581,Control,False,1,0.0,0,1,0,0,0
266354252_61465410248_368746,2007632,Control,False,1,0.0,0,1,0,0,0
266359197_97411130557_642528,5828316,Test,True,5,129.0,1,1,1,1,1
26636994_34147774946_254753,9460951,Control,True,7,306.0,1,1,1,1,3
266405940_93581435382_678598,4068771,Test,True,5,119.0,1,1,1,1,1
266483463_5601758953_236078,8185189,Test,False,3,32.0,0,1,1,1,0
266490966_27611800001_819049,892794,Control,False,1,0.0,0,1,0,0,0
266498923_48040070239_181605,391817,Control,True,6,312.0,1,1,1,2,1
266538343_10039217736_695205,4493022,Test,True,5,99.0,1,1,1,1,1
266592402_82804465168_988106,6247455,Test,False,3,117.0,0,1,2,0,0
266600258_97583660405_671014,54291,Control,True,5,223.0,1,1,1,1,1
266608561_43094624709_917723,5874124,Test,False,1,0.0,0,1,0,0,0
266638598_92988486287_139345,7236664,Test,True,5,122.0,1,1,1,1,1
266689703_99113418224_874865,8540292,Test,True,5,279.0,1,1,1,1,1
266691272_71176047568_595011,4565786,Test,True,8,484.0,1,1,2,2,2
26670851_68506922154_640125,1381843,Test,False,1,0.0,0,1,0,0,0
266765145_91654454066_244054,5395319,Test,False,2,22.0,0,1,1,0,0
266773166_42638164849_429989,3793051,Control,True,9,507.0,1,1,1,3,3
266780095_77043513876_556555,9754222,Test,True,5,267.0,1,1,1,1,1
266790653_83313876773_532955,1258201,Test,False,1,0.0,0,1,0,0,0
266811966_18289900379_567079,5880453,Control,False,2,79.0,0,1,1,0,0
266836145_36661108900_200744,9612533,Test,False,1,0.0,0,1,0,0,0
26684100_98173109628_91608,358827,Control,True,5,198.0,1,1,1,1,1
266873041_84684648131_398211,4343302,Test,False,1,0.0,1,0,0,0,0
266882832_79965796432_825559,6071177,Control,True,5,193.0,1,1,1,1,1
266922880_88051245851_363752,2740285,Test,True,5,250.0,1,1,1,1,1
26696431_89549309569_633422,9087609,Test,False,1,0.0,1,0,0,0,0
266987029_52384929525_210628,5415276,Control,True,8,596.0,1,1,2,2,2
266988521_89219692662_68237,2805354,Control,False,1,0.0,0,1,0,0,0
267011271_918523911_733645,5107674,Control,True,5,233.0,1,1,1,1,1
267076214_3893843100_619335,1445649,Control,True,5,214.0,1,1,1,1,1
267084109_12963277508_827035,5056707,Control,True,5,244.0,1,1,1,1,1
26709620_16985274156_388032,2038365,Control,True,5,155.0,1,1,1,1,1
267123302_55769091633_126355,736656,Test,False,3,22.0,0,1,1,1,0
267124079_11516776131_142873,930347,Test,True,5,497.0,1,1,1,1,1
267128649_23976741987_734928,7009252,Test,False,5,136.0,1,0,0,2,2
267147259_69862982932_451634,8671655,Control,True,5,148.0,1,1,1,1,1
267169222_12422521295_535556,373376,Test,False,1,0.0,0,1,0,0,0
267201644_93143322547_834711,7822345,Test,False,1,0.0,1,0,0,0,0
26721459_64736035042_287800,949210,Test,False,4,91.0,0,1,1,1,1
267215716_16049914307_505882,8560861,Test,True,5,462.0,1,1,1,1,1
267241735_29445480220_831844,9247659,Test,False,1,0.0,1,0,0,0,0
26724452_19498588736_361474,7099157,Test,False,1,0.0,0,1,0,0,0
267252330_52753304630_522502,6460031,Control,False,2,49.0,0,1,1,0,0
267262949_58267316190_401011,571215,Control,False,1,0.0,0,1,0,0,0
267317523_63322606854_564688,580849,Test,True,6,109.0,1,1,2,1,1
267322897_92471372510_222693,3127778,Test,False,1,0.0,0,1,0,0,0
267340856_7329499064_828928,329693,Control,False,3,22.0,0,1,2,0,0
267398423_65813238772_459716,6985019,Control,True,7,340.0,1,1,1,2,2
267420245_52970158521_736104,2814457,Test,False,1,0.0,1,0,0,0,0
26742524_56296215106_53574,2263444,Test,False,1,0.0,0,1,0,0,0
267427836_95598265609_170323,3072660,Test,False,3,16.0,0,1,1,1,0
267436278_33227172435_337891,7890640,Test,True,5,146.0,1,1,1,1,1
267463732_85311582573_251723,5536014,Test,False,1,0.0,1,0,0,0,0
267490934_27905041161_299584,4237223,Control,False,1,0.0,1,0,0,0,0
267491618_85114915599_132492,927541,Test,False,1,0.0,1,0,0,0,0
267508600_74584618987_907190,7645026,Control,False,4,67.0,0,1,1,1,1
26751588_59829918621_363915,1873829,Control,True,7,273.0,1,1,2,2,1
267519151_79051509628_167865,956673,Control,False,1,0.0,0,1,0,0,0
267529416_23227757813_219531,8121690,Test,True,5,128.0,1,1,1,1,1
267574510_60747816175_309697,1097069,Control,True,5,125.0,1,1,1,1,1
267579194_18217491988_491751,5543804,Test,True,5,440.0,1,1,1,1,1
267627654_72462258952_84061,6114349,Test,True,5,105.0,1,1,1,1,1
267652371_66577370088_644771,562776,Test,False,4,117.0,0,1,1,1,1
26768683_55943423865_350383,7818040,Test,False,1,0.0,1,0,0,0,0
267705979_76860868794_46633,8520790,Test,False,3,25.0,0,1,1,1,0
267717451_22286946261_66401,988731,Test,True,5,115.0,1,1,1,1,1
26773650_74216353887_771834,3327589,Control,False,3,10.0,0,1,1,1,0
267773962_47223031322_43548,3265136,Control,False,1,0.0,1,0,0,0,0
267839799_23774322691_459064,8928774,Test,True,5,119.0,1,1,1,1,1
267858252_33559004379_437291,878301,Test,False,1,0.0,0,1,0,0,0
267897210_88681792173_416019,1718738,Test,False,6,262.0,0,1,2,2,1
267936796_80488997681_969636,8891263,Test,True,5,104.0,1,1,1,1,1
26793811_26222457558_83849,4250012,Test,True,7,193.0,1,1,2,2,1
267953347_32493557167_134410,7641046,Test,False,1,0.0,1,0,0,0,0
267959644_77755899241_487781,9825338,Test,True,5,144.0,1,1,1,1,1
267969054_5279792832_940285,3965955,Control,False,4,128.0,0,1,1,1,1
267981076_52469437317_425293,8427665,Test,False,1,0.0,0,1,0,0,0
268006559_17494334258_851034,2091601,Control,True,7,539.0,1,1,1,2,2
268007029_39335720629_157089,9794858,Test,False,1,0.0,0,1,0,0,0
268021554_3411357489_598713,475911,Test,True,5,210.0,1,1,1,1,1
26805411_92688841596_384262,7548592,Test,False,1,0.0,0,1,0,0,0
268094812_26543352751_568496,8954158,Control,True,5,205.0,1,1,1,1,1
268106576_13514154614_996833,5253326,Test,True,5,149.0,1,1,1,1,1
268117394_72899582558_169064,2275531,Test,True,5,106.0,1,1,1,1,1
268143711_63014991250_772269,7244374,Control,True,8,221.0,1,1,2,2,2
268191173_38958330991_849725,5826160,Test,False,1,0.0,1,0,0,0,0
268221885_43474939220_772363,1496831,Test,True,5,320.0,1,1,1,1,1
26822342_96367493277_985195,6318705,Test,True,5,391.0,1,1,1,1,1
268232813_4011510718_975838,5647396,Test,False,1,0.0,0,1,0,0,0
26823325_22156818064_834565,5262119,Control,True,5,130.0,1,1,1,1,1
268259523_95707878332_703275,269660,Test,False,6,266.0,0,1,3,2,0
268261938_6246595709_421615,9461535,Control,False,1,0.0,0,1,0,0,0
268269661_33071727058_219877,4208578,Test,True,12,484.0,1,1,5,3,2
268272988_68571543178_334351,5698452,Control,False,1,0.0,0,1,0,0,0
268297266_98750644926_85380,4928873,Test,True,5,91.0,1,1,1,1,1
268317122_41090394753_716728,7862568,Test,False,3,14.0,0,1,1,1,0
268326855_23315429314_170694,7603857,Control,True,7,285.0,1,1,1,2,2
268411710_85898067133_519613,3385279,Test,False,1,0.0,0,1,0,0,0
268432133_19717708640_62139,1951290,Control,False,1,0.0,0,1,0,0,0
268443962_42668220072_198660,7680107,Control,True,5,144.0,1,1,1,1,1
268450731_14366360550_127523,9507433,Control,True,5,83.0,1,1,1,1,1
268453819_54158187292_464638,8848014,Control,False,1,0.0,0,1,0,0,0
268490886_70940776177_476517,8864170,Control,True,5,310.0,1,1,1,1,1
268492427_42708586054_839596,5609697,Test,False,4,432.0,0,1,1,1,1
268503522_58761891118_921266,9621695,Test,False,2,106.0,1,0,0,0,1
268503601_45093204574_990557,3939045,Test,True,5,98.0,1,1,1,1,1
268508682_75578459176_416443,1808373,Control,False,1,0.0,0,1,0,0,0
268529404_59738121357_750903,7028096,Test,True,5,183.0,1,1,1,1,1
268535487_8463096666_238059,8459080,Test,True,5,227.0,1,1,1,1,1
268537928_24818851962_687182,4734537,Test,True,6,415.0,1,1,1,1,2
268554457_38736092864_843292,5411676,Control,False,1,0.0,0,1,0,0,0
268560823_65479768533_292474,4838456,Control,False,3,30.0,0,1,1,1,0
268565727_11640281669_881580,1246293,Control,False,2,17.0,0,1,1,0,0
268576530_92737926338_766397,4419732,Control,False,1,0.0,0,1,0,0,0
26858834_73624795851_43712,3797377,Test,True,5,94.0,1,1,1,1,1
268591160_52838267424_164637,4772911,Test,False,5,185.0,0,1,2,2,0
268610780_29905558275_605207,9804197,Control,False,7,174.0,0,1,4,1,1
268643143_14367933815_624868,3383807,Test,True,5,217.0,1,1,1,1,1
268652319_71151629265_538063,7609366,Control,False,1,0.0,0,1,0,0,0
268656098_85795534849_110222,8336492,Control,False,4,87.0,0,1,1,1,1
268663775_37083342041_663439,27988,Control,False,3,69.0,0,1,1,1,0
268694582_11684213959_754773,1540873,Control,False,5,110.0,0,1,2,1,1
268740111_14675943313_696002,4302393,Control,True,5,171.0,1,1,1,1,1
26874992_8604593577_503089,4653489,Test,False,1,0.0,0,1,0,0,0
268756828_33251848555_516794,9844338,Control,True,5,140.0,1,1,1,1,1
268793903_56257640829_739715,6526012,Control,False,1,0.0,0,1,0,0,0
268812966_46288722553_305135,225928,Control,True,5,230.0,1,1,1,1,1
268836911_85215207010_284878,4577049,Control,False,5,164.0,0,1,1,1,2
268842683_82199454509_628796,5552984,Test,False,1,0.0,0,1,0,0,0
268851441_39595407921_665299,8258127,Test,True,5,144.0,1,1,1,1,1
268856776_95909589236_8160,9225874,Test,True,5,128.0,1,1,1,1,1
268886032_86778310256_487295,4824763,Test,True,5,146.0,1,1,1,1,1
268905447_28699642427_49892,5871072,Test,True,5,191.0,1,1,1,1,1
268924736_76328065568_459116,7307953,Test,False,8,322.0,0,1,2,2,3
268929292_65249845674_55468,7379864,Test,True,5,307.0,1,1,1,1,1
268935188_17648920804_925947,4625121,Control,True,5,287.0,1,1,1,1,1
268985356_1204336366_303662,9966704,Test,False,1,0.0,1,0,0,0,0
269003988_13957764463_799763,6193335,Control,False,1,0.0,0,1,0,0,0
269019329_32788432290_824234,3360813,Control,False,1,0.0,0,1,0,0,0
269027924_78905721509_717418,9624543,Test,False,1,0.0,1,0,0,0,0
269047686_60247204960_68467,5889547,Test,True,5,105.0,1,1,1,1,1
269054338_69790109667_15,8842944,Test,False,4,166.0,0,1,1,1,1
269060014_39659923180_41102,1696602,Test,False,1,0.0,0,1,0,0,0
269069043_54050219994_367445,973461,Test,False,2,118.0,0,1,1,0,0
269079436_32235801805_357856,2209920,Test,False,1,0.0,0,1,0,0,0
269081879_26772748970_666254,380170,Control,False,3,49.0,0,1,2,0,0
269086423_675527943_527200,7884677,Test,False,1,0.0,0,1,0,0,0
269088302_73469055065_688298,4090961,Test,False,1,0.0,0,1,0,0,0
269104393_74152259615_200693,6398380,Test,True,5,317.0,1,1,1,1,1
26912411_73858327373_408186,912772,Control,False,1,0.0,0,1,0,0,0
269143559_11839784648_607726,9294027,Control,False,1,0.0,0,1,0,0,0
2691459_63167514723_588128,8437540,Test,False,1,0.0,1,0,0,0,0
26921605_811726498_849750,1200201,Test,False,1,0.0,0,1,0,0,0
269216824_48876758621_381230,7230641,Control,False,1,0.0,0,1,0,0,0
269237073_41019159843_611460,9237729,Test,False,3,12.0,0,1,1,1,0
269246775_5996002534_698861,2359280,Test,True,5,217.0,1,1,1,1,1
269249481_11524680274_565195,7762280,Test,False,4,175.0,0,1,1,1,1
269249987_44208854094_897563,1868406,Control,False,1,0.0,0,1,0,0,0
269257770_63161895824_955259,9217428,Test,False,3,69.0,0,1,2,0,0
269283227_6891185566_923002,4307042,Control,False,1,0.0,0,1,0,0,0
269307868_29195688559_25111,2956992,Control,False,1,0.0,0,1,0,0,0
269353431_77731988766_430469,2878715,Control,True,5,262.0,1,1,1,1,1
269367901_2934546935_380238,6760050,Test,False,1,0.0,0,1,0,0,0
269372144_91074261533_478032,3788952,Control,False,2,13.0,0,1,1,0,0
269388860_20911523311_869980,4131648,Control,False,1,0.0,0,1,0,0,0
269389684_40835133618_113440,4690278,Control,False,1,0.0,0,1,0,0,0
269463961_19122596616_88177,7894946,Control,True,7,357.0,1,1,2,2,1
269468491_15066010702_634278,7263594,Test,False,1,0.0,0,1,0,0,0
269469274_98086096422_399918,7759102,Control,False,4,67.0,0,1,1,1,1
269492417_34782271862_121711,3083365,Test,False,4,65.0,0,1,1,1,1
269507319_45527533216_738699,4023916,Control,False,1,0.0,0,1,0,0,0
269520115_30361455782_259185,5373683,Test,False,1,0.0,0,1,0,0,0
269550142_75761436325_164566,9088935,Control,True,5,315.0,1,1,1,1,1
26956189_33584095756_64392,7309277,Test,True,5,166.0,1,1,1,1,1
269578460_48855085035_899628,138395,Control,False,1,0.0,0,1,0,0,0
269589564_67458096007_151567,4352617,Control,False,1,0.0,0,1,0,0,0
269613526_50171448985_470530,2049385,Test,True,5,252.0,1,1,1,1,1
269616398_51029300855_839637,8984668,Test,False,2,34.0,0,1,1,0,0
269618022_90857538151_417331,3788952,Control,False,1,0.0,0,1,0,0,0
269624860_85170353679_600183,5314475,Control,True,5,224.0,1,1,1,1,1
269625627_86581735585_131140,4429669,Test,True,5,125.0,1,1,1,1,1
269626418_1422037342_177198,4552746,Test,True,5,119.0,1,1,1,1,1
269627111_18475731663_946976,3416443,Control,False,1,0.0,0,1,0,0,0
269632112_76789844752_652550,2952186,Control,False,7,229.0,0,1,2,2,2
269652635_23785026881_544791,5066099,Test,True,6,187.0,1,1,2,1,1
269662838_8252030712_793940,4411577,Control,False,1,0.0,0,1,0,0,0
269669732_36958084718_629350,2646807,Test,False,1,0.0,0,1,0,0,0
269689960_17084062960_632403,5841697,Control,True,5,216.0,1,1,1,1,1
269692355_80171541932_286736,2894519,Control,True,5,274.0,1,1,1,1,1
269702453_37618817969_835207,5813788,Test,True,6,212.0,1,1,1,1,2
269715752_11198793552_450526,2610919,Control,False,1,0.0,0,1,0,0,0
269720308_48520212479_671780,9273715,Test,True,5,136.0,1,1,1,1,1
269729333_28996106882_894554,2684004,Control,True,5,175.0,1,1,1,1,1
269729420_44039254344_139876,406224,Test,True,9,941.0,1,1,3,2,2
269749437_74577057474_259193,7246428,Control,False,1,0.0,0,1,0,0,0
269761629_42917234655_6375,9582266,Test,True,7,189.0,1,1,2,2,1
269787940_29160450218_924856,56782,Control,False,3,55.0,0,1,1,1,0
269804675_75805674488_37739,6159261,Control,False,4,193.0,0,1,1,1,1
26981254_6443948184_997899,4472571,Test,False,1,0.0,0,1,0,0,0
269817756_12531043482_597120,3482596,Control,False,2,59.0,0,1,1,0,0
269869683_35985665880_735320,2173057,Test,True,5,343.0,1,1,1,1,1
269878688_94747828863_415596,2660768,Control,False,2,35.0,0,1,1,0,0
26989674_88707098023_358703,5986383,Control,True,5,183.0,1,1,1,1,1
269897322_10929496366_373609,9188599,Test,True,5,250.0,1,1,1,1,1
269909746_23332716172_519415,8984082,Test,False,4,252.0,0,1,2,1,0
269917984_12444626364_19355,1595299,Control,True,5,204.0,1,1,1,1,1
269944917_29547489667_382364,1482195,Test,False,1,0.0,0,1,0,0,0
2699503_35622635511_476799,7705954,Test,False,2,312.0,1,0,0,0,1
269952543_51994827163_671130,1963382,Control,False,1,0.0,0,1,0,0,0
269957348_29112889763_19932,4524801,Control,False,5,200.0,0,1,1,2,1
269959265_70315525188_49978,5749834,Control,False,1,0.0,1,0,0,0,0
269959830_91808844934_112778,2666016,Control,True,5,180.0,1,1,1,1,1
270002602_27572568947_279299,1363528,Control,True,5,101.0,1,1,1,1,1
270036568_2033220303_164733,4648446,Test,False,1,0.0,0,1,0,0,0
270054109_47281243147_319594,4809061,Test,False,1,0.0,0,1,0,0,0
270061524_40658251156_891436,4609253,Test,True,5,131.0,1,1,1,1,1
270080060_16891025433_397328,9601433,Control,True,5,213.0,1,1,1,1,1
270106948_81373300642_595284,5297883,Test,True,5,263.0,1,1,1,1,1
270121063_32357600465_938316,6332012,Control,True,5,173.0,1,1,1,1,1
270133541_18734381927_470162,2406021,Control,False,1,0.0,0,1,0,0,0
270150115_26404318524_194346,31715,Control,True,5,169.0,1,1,1,1,1
270150356_84723993487_889496,8647766,Test,True,5,230.0,1,1,1,1,1
270152214_38848104507_705952,3339371,Test,False,1,0.0,0,1,0,0,0
270162250_14799906129_853372,1853481,Test,True,5,148.0,1,1,1,1,1
270169704_46087708720_128101,5877742,Test,True,9,471.0,1,1,3,2,2
270201120_83248960779_128950,7305461,Test,True,5,88.0,1,1,1,1,1
270212870_9596384750_745469,5958284,Test,False,4,135.0,0,1,1,1,1
270216306_18951036819_622137,6162710,Test,False,1,0.0,0,0,0,0,1
270281453_43344072515_378157,5324504,Test,True,5,141.0,1,1,1,1,1
270301426_56717290593_180842,8762751,Control,False,1,0.0,0,1,0,0,0
270328799_4570983539_741814,23276,Control,True,7,268.0,1,1,1,1,3
270331512_33848685705_639039,2006770,Control,True,8,617.0,1,1,1,2,3
270349845_64590486563_872035,193835,Control,True,5,188.0,1,1,1,1,1
270376628_1326146140_792734,9244146,Control,False,5,168.0,0,1,1,1,2
27037856_69247250456_915457,8276895,Test,True,5,185.0,1,1,1,1,1
270384319_89130624880_359690,2952415,Test,False,3,38.0,0,1,1,1,0
27048035_74737323990_882505,1180583,Control,False,1,0.0,0,1,0,0,0
270490616_5085427356_576392,9616106,Test,False,4,43.0,0,1,1,1,1
270505081_10190390499_797758,9954065,Control,False,1,0.0,0,1,0,0,0
270512109_91421069824_450892,7475772,Test,False,2,10.0,0,1,1,0,0
270559702_40468702646_692922,1331385,Test,False,3,53.0,0,1,1,1,0
27058041_75749175563_752227,7120674,Control,False,9,296.0,0,1,3,3,2
2705806_15258222234_892007,9915209,Test,False,3,153.0,0,1,1,1,0
270595903_37982470645_873240,7709518,Test,True,6,259.0,1,1,1,1,2
270653602_98662800648_303610,4888904,Control,False,2,10.0,0,0,1,1,0
270675849_34462956645_787516,3709934,Control,False,1,0.0,0,1,0,0,0
270678705_36524966708_339638,8014474,Control,True,5,184.0,1,1,1,1,1
270704323_55591891940_619339,8412974,Test,True,5,124.0,1,1,1,1,1
270718227_88464059217_893211,795621,Control,False,9,449.0,1,1,3,2,2
270750642_37090354330_970217,574571,Test,True,5,103.0,1,1,1,1,1
270756719_74916099383_404685,1805764,Control,True,5,142.0,1,1,1,1,1
270764811_523703083_138940,7767586,Test,False,1,0.0,0,1,0,0,0
270765124_1269278065_572480,9791537,Control,False,1,0.0,0,1,0,0,0
270769405_21324295184_110708,4816873,Control,True,5,367.0,1,1,1,1,1
270778638_68362733943_388435,9274410,Test,False,1,0.0,0,1,0,0,0
270782054_87019619821_506909,5258421,Test,True,5,148.0,1,1,1,1,1
270804143_82424020118_9039,4876431,Control,False,1,0.0,0,1,0,0,0
270807909_6530043829_646078,5411447,Test,False,1,0.0,0,1,0,0,0
2708446_82944296794_652486,1549099,Test,False,1,0.0,0,1,0,0,0
270872043_9434061704_72078,9853259,Control,False,2,5.0,0,1,1,0,0
270876941_227248564_631014,3068965,Test,False,1,0.0,1,0,0,0,0
270918611_28644177910_692780,6618772,Test,True,5,161.0,1,1,1,1,1
270924481_92456051798_391335,8262801,Control,True,5,290.0,1,1,1,1,1
270930520_86986958788_365200,1016444,Test,False,1,0.0,1,0,0,0,0
270940331_40896893711_663331,2812755,Control,True,5,279.0,1,1,1,1,1
27096198_44096162775_331435,6351678,Control,True,5,292.0,1,1,1,1,1
270992838_11758777313_598421,1703992,Test,True,5,400.0,1,1,1,1,1
270999471_73342960634_911549,4400964,Test,True,5,158.0,1,1,1,1,1
271019108_79366932199_686934,4578710,Control,False,2,35.0,0,1,1,0,0
271041012_60989523374_330648,2622567,Control,False,6,187.0,0,1,1,2,2
271095562_31551674908_179637,9384038,Test,True,5,339.0,1,1,1,1,1
271106735_63738945569_637569,3798462,Control,False,2,7.0,0,1,1,0,0
271126046_21442726917_721929,3933525,Control,True,5,349.0,1,1,1,1,1
271128684_95787446958_953515,2306046,Test,False,1,0.0,1,0,0,0,0
271139831_84207115527_849891,1554927,Control,False,1,0.0,0,1,0,0,0
271160158_92179315971_614010,2109600,Test,False,2,18.0,0,1,1,0,0
271162918_10433641180_354617,5206243,Test,True,5,221.0,1,1,1,1,1
27117629_96632454246_897439,5916963,Control,True,5,225.0,1,1,1,1,1
271184664_97658022430_179982,250645,Test,False,1,0.0,1,0,0,0,0
271184929_74745053181_422231,6620751,Control,False,2,13.0,0,1,1,0,0
271197946_69600095319_285175,8014998,Control,False,1,0.0,0,1,0,0,0
271234888_40454402884_729119,8426405,Test,False,10,254.0,0,1,3,3,3
271286960_1902474861_121833,6379532,Control,True,5,99.0,1,1,1,1,1
271309292_59602655375_838062,1280941,Control,True,5,159.0,1,1,1,1,1
271312912_22179905803_764040,2923439,Test,False,4,154.0,0,1,2,1,0
271324341_95286282932_229499,5596165,Test,True,5,226.0,1,1,1,1,1
271330115_64890773572_759783,2101232,Test,False,5,156.0,0,1,2,2,0
271379046_63880658758_127025,416757,Control,False,1,0.0,0,1,0,0,0
271382355_43026789936_228553,394951,Control,True,5,213.0,1,1,1,1,1
27141033_59351395510_415064,4934628,Control,True,5,307.0,1,1,1,1,1
271412337_90723324667_524883,7123131,Control,True,5,205.0,1,1,1,1,1
271464861_90399302505_293304,3375768,Test,False,1,0.0,1,0,0,0,0
271471944_54931725192_481156,7404361,Control,False,1,0.0,0,1,0,0,0
271481936_58256300044_804516,9860877,Test,True,5,141.0,1,1,1,1,1
271503438_43384143364_154876,518664,Control,True,5,138.0,1,1,1,1,1
271521303_4262685868_439403,2423443,Control,False,1,0.0,0,1,0,0,0
271522883_17628504431_808083,8835580,Test,False,1,0.0,1,0,0,0,0
271567425_17813636971_423595,3086399,Control,False,2,25.0,0,1,1,0,0
271580609_92274928751_190003,116248,Test,False,2,4.0,0,1,1,0,0
271593298_60200493790_720370,1108090,Test,False,2,20.0,0,1,1,0,0
271600767_74479029313_147802,2066508,Control,True,5,384.0,1,1,1,1,1
271611295_68809312761_315034,6546338,Test,True,5,118.0,1,1,1,1,1
271622399_24471548899_691102,1590429,Test,False,1,0.0,1,0,0,0,0
271622429_90647042261_841006,9288745,Test,True,5,116.0,1,1,1,1,1
271672776_2247737746_239862,1356057,Test,False,1,0.0,0,1,0,0,0
271684829_65189489145_378325,7597144,Test,False,1,0.0,0,1,0,0,0
271694983_99406728207_769281,7621250,Control,False,2,31.0,0,1,1,0,0
271743056_70158587722_409735,4901739,Control,True,5,173.0,1,1,1,1,1
271743730_69261992149_948735,7973780,Control,False,2,22.0,0,1,1,0,0
271755961_71943218276_320138,4381662,Test,True,5,164.0,1,1,1,1,1
271758592_13484383662_149923,463414,Test,True,5,124.0,1,1,1,1,1
271764083_77951446380_309257,9299842,Control,True,5,183.0,1,1,1,1,1
271781878_93700750268_658873,2487945,Control,False,5,142.0,1,1,1,1,1
271796045_37305134938_177524,5102951,Test,True,5,76.0,1,1,1,1,1
2718259_70221763525_67025,5562631,Control,False,9,122.0,0,1,4,4,0
271869081_73607280052_82524,299563,Control,True,5,123.0,1,1,1,1,1
27188130_70132785840_934779,9230154,Control,False,4,113.0,0,1,1,1,1
271915843_75756368635_829800,8908639,Test,False,4,118.0,0,1,1,1,1
271971591_3582529388_437594,309851,Control,False,4,58.0,0,1,1,1,1
271977571_54431594958_186949,6701749,Test,False,3,125.0,0,1,1,1,0
271997397_29079904323_83483,6370960,Control,False,2,11.0,0,1,1,0,0
272064868_65723554121_918330,6067837,Test,False,5,167.0,0,1,2,1,1
272128625_94154838396_318579,5536276,Test,True,5,98.0,1,1,1,1,1
272142156_32135073992_909866,4916553,Test,True,5,312.0,1,1,1,1,1
272144532_16988201473_5762,458796,Control,True,5,146.0,1,1,1,1,1
272164920_56116483853_501361,9077159,Control,False,2,8.0,0,1,1,0,0
272193910_9763245874_953355,6576898,Control,True,5,181.0,1,1,1,1,1
272253414_89139069146_574698,7905510,Control,False,1,0.0,0,1,0,0,0
272280779_22693419543_342491,6341223,Test,False,1,0.0,0,1,0,0,0
272286044_75420941540_307271,2280093,Test,False,1,0.0,0,1,0,0,0
27230044_14685057796_397515,7970330,Test,False,6,322.0,0,1,2,2,1
272306139_7798244203_796589,6182851,Control,True,5,456.0,1,1,1,1,1
272314710_57485751196_707310,9032090,Test,False,1,0.0,0,1,0,0,0
272322668_70751062002_274035,6793099,Control,False,1,0.0,0,1,0,0,0
272333473_58034341721_646229,292370,Control,False,1,0.0,0,1,0,0,0
272348829_81139455656_832357,4717,Test,False,4,307.0,0,1,1,1,1
272356787_57387044949_559218,6525445,Control,False,1,0.0,0,1,0,0,0
272362931_5351334373_583125,2036303,Control,False,1,0.0,0,1,0,0,0
272376661_31149950390_204666,7609773,Control,True,5,187.0,1,1,1,1,1
272384680_62393364144_947433,7656515,Test,True,5,167.0,1,1,1,1,1
272393861_75524267400_861595,3563974,Test,False,1,0.0,0,1,0,0,0
272423228_54202641652_127835,9297486,Test,True,5,159.0,1,1,1,1,1
27244796_60832348765_783803,4543944,Test,False,4,233.0,0,1,1,1,1
272465461_91155351311_790165,2145857,Control,True,5,183.0,1,1,1,1,1
272466416_74838834072_378936,2143189,Control,False,1,0.0,0,1,0,0,0
272466784_38214547041_719837,2288541,Control,True,5,233.0,1,1,1,1,1
272533784_42322413890_794402,1723024,Control,True,5,375.0,1,1,1,1,1
272539539_23148752581_46935,3309350,Test,True,5,90.0,1,1,1,1,1
272555970_65821600875_12876,9865882,Control,False,4,86.0,0,1,2,1,0
272587284_27117937912_358118,3663972,Test,False,3,19.0,0,1,1,1,0
272608456_29693675794_703484,7845652,Control,False,3,112.0,0,1,2,0,0
27264287_12789407866_12567,8170199,Test,False,2,23.0,0,1,1,0,0
272649357_29116458619_136177,9080510,Control,False,6,313.0,0,1,1,2,2
27266927_92973762081_824947,4797951,Control,False,1,0.0,0,1,0,0,0
27268846_49424827309_642929,7162304,Control,False,1,0.0,0,1,0,0,0
272706014_18507999544_806562,5104205,Control,True,6,130.0,1,1,1,2,1
272732070_11264578443_84704,4382344,Test,False,1,0.0,1,0,0,0,0
272757494_8216285153_623758,8842965,Test,False,1,0.0,0,1,0,0,0
272786734_95250058885_17607,5857868,Control,True,5,212.0,1,1,1,1,1
